random
Trust,,,,,Source,,,,,Bias,,,,,
,mlm,mlm_cos,mlm_supercon,,,mlm,mlm_cos,mlm_supercon,,,mlm,mlm_cos,mlm_supercon
no_augmentation,5.12875,0,0,,no_augmentation,5.205,0,0,,no_augmentation,0.155,0,0
duplicate,4.71875,0,0,,duplicate,4.800000000000001,0,0,,duplicate,0.24875000000000003,0,0
sentence_order_replacement,4.665,4.61375,4.703749999999999,,sentence_order_replacement,4.77,4.7,4.76875,,sentence_order_replacement,0.25125000000000003,0.23875,0.26125
span_cutoff,4.8412500000000005,4.27125,4.6975,,span_cutoff,4.9125,4.383750000000001,4.76,,span_cutoff,0.22125,0.24750000000000003,0.24000000000000002
word_order_replacement,4.9175,4.755,4.70875,,word_order_replacement,5.0225,4.82125,4.7775,,word_order_replacement,0.26,0.29125,0.28374999999999995
word_replacement,4.53,4.53125,4.3575,,word_replacement,4.6775,4.62125,4.47625,,word_replacement,0.23625000000000002,0.25,0.25625000000000003
sentence_replacement,4.60125,4.66125,4.2775,,sentence_replacement,4.7225,4.7275,4.404999999999999,,sentence_replacement,0.24625,0.25,0.2625


bert
Trust,,,,,Source,,,,,Bias,,,,,
,mlm,mlm_cos,mlm_supercon,,,mlm,mlm_cos,mlm_supercon,,,mlm,mlm_cos,mlm_supercon
no_augmentation,4.571249999999999,0,0,,no_augmentation,4.6525,0,0,,no_augmentation,0.1575,0,0
duplicate,4.9975000000000005,0,0,,duplicate,5.112500000000001,0,0,,duplicate,0.22125,0,0
sentence_order_replacement,5.3675,4.855,4.9925,,sentence_order_replacement,5.45625,4.95625,5.085,,sentence_order_replacement,0.21625,0.215,0.2175
span_cutoff,4.70125,5.3375,5.04125,,span_cutoff,4.7825,5.4399999999999995,5.141249999999999,,span_cutoff,0.225,0.1925,0.20625
word_order_replacement,4.88125,4.977499999999999,5.06375,,word_order_replacement,4.965,5.075,5.1525,,word_order_replacement,0.1575,0.1825,0.18875
word_replacement,5.305,4.8325000000000005,4.8125,,word_replacement,5.4037500000000005,4.9325,4.8999999999999995,,word_replacement,0.2,0.2175,0.21500000000000002
sentence_replacement,4.58125,4.94875,5.31125,,sentence_replacement,4.7125,5.0675,5.4275,,sentence_replacement,0.23249999999999998,0.22375,0.23375


bigram_inner
Trust,,,,,Source,,,,,Bias,,,,,
